,Sample,Actual_Control_CR,Actual_Treatment_CR,Round,Control_Clicks,Control_Sale,Control_CR,Treatment_Clicks,Treatment_Sale,Treatment_CR,Bayesian_Lift,Prob,Z-value,P-value,Freq_Lift
211,21,5.56%,5.40%,1,25836,1474,5.71%,23988,1221,5.09%,-10.8%,0.1%,3.03320925,0.002419678,-10.8%
212,21,5.56%,5.40%,2,32579,1762,5.41%,33397,1725,5.17%,-4.5%,8.1%,1.396219642,0.162648364,-4.5%
213,21,5.56%,5.40%,3,28879,1554,5.38%,26756,1407,5.26%,-2.3%,26.0%,0.642804271,0.520351111,-2.3%
214,21,5.56%,5.40%,4,19090,1022,5.35%,19561,983,5.03%,-6.1%,7.3%,1.45497833,0.145675261,-6.1%
215,21,5.56%,5.40%,5,46009,2538,5.52%,47128,2532,5.37%,-2.6%,16.7%,0.966490704,0.333798696,-2.6%
216,21,5.56%,5.40%,6,7639,421,5.51%,7701,444,5.77%,4.6%,75.2%,-0.682685378,0.494805671,4.6%
217,21,5.56%,5.40%,7,21796,1228,5.63%,24306,1314,5.41%,-4.1%,14.2%,1.070746548,0.284283407,-4.0%
218,21,5.56%,5.40%,8,14233,866,6.08%,14407,806,5.59%,-8.0%,3.9%,1.768193698,0.077028527,-8.1%
219,21,5.56%,5.40%,9,15506,867,5.59%,15818,806,5.10%,-8.9%,2.6%,1.951690687,0.050974939,-8.9%
220,22,3.91%,3.87%,0,30251,1180,3.90%,28466,1076,3.78%,-3.1%,22.4%,0.760775454,0.446791198,-3.1%
221,22,3.91%,3.87%,1,12829,515,4.01%,12873,471,3.66%,-8.8%,6.9%,1.483741799,0.137877433,-8.9%
222,22,3.91%,3.87%,2,11220,454,4.05%,10847,404,3.72%,-7.9%,10.8%,1.236299407,0.216347292,-8.0%
223,22,3.91%,3.87%,3,13147,530,4.03%,13377,501,3.75%,-7.1%,11.4%,1.205301527,0.22808692,-7.1%
224,22,3.91%,3.87%,4,26774,1053,3.93%,25841,976,3.78%,-4.0%,17.7%,0.928899479,0.352941183,-4.0%
225,22,3.91%,3.87%,5,37207,1512,4.06%,40028,1570,3.92%,-3.5%,15.8%,1.003848027,0.315451871,-3.5%
226,22,3.91%,3.87%,6,4043,175,4.33%,4226,170,4.02%,-7.0%,24.3%,0.695074356,0.487008704,-7.1%
227,22,3.91%,3.87%,7,38602,1581,4.10%,40019,1500,3.75%,-8.5%,0.6%,2.509757,0.012081427,-8.5%
228,22,3.91%,3.87%,8,827,30,3.63%,817,39,4.77%,30.6%,87.5%,-1.158594756,0.246621408,31.6%
229,22,3.91%,3.87%,9,18206,717,3.94%,18718,686,3.66%,-6.9%,8.5%,1.373485725,0.169601396,-6.9%
230,23,4.27%,4.33%,0,36378,1532,4.21%,36608,1558,4.26%,1.1%,61.7%,-0.298953936,0.764975193,1.1%
231,23,4.27%,4.33%,1,30706,1292,4.21%,31560,1368,4.33%,3.0%,78.3%,-0.783188576,0.433516382,3.0%
232,23,4.27%,4.33%,2,49893,2157,4.32%,50791,2194,4.32%,-0.1%,48.9%,0.028000371,0.977661855,-0.1%
233,23,4.27%,4.33%,3,37137,1628,4.38%,36439,1573,4.32%,-1.5%,32.8%,0.44519385,0.656179671,-1.5%
234,23,4.27%,4.33%,4,40995,1793,4.37%,40486,1776,4.39%,0.3%,53.6%,-0.090641959,0.927777091,0.3%
235,23,4.27%,4.33%,5,27809,1149,4.13%,25825,1155,4.47%,8.2%,97.4%,-1.944107464,0.051882493,8.2%
236,23,4.27%,4.33%,6,45979,1942,4.22%,46642,2050,4.40%,4.1%,90.1%,-1.285099888,0.198757381,4.1%
237,23,4.27%,4.33%,7,23806,1084,4.55%,22687,960,4.23%,-7.1%,4.5%,1.69268906,0.090514669,-7.1%
238,23,4.27%,4.33%,8,47064,1980,4.21%,45845,1974,4.31%,2.3%,77.2%,-0.745704074,0.455846198,2.3%
239,23,4.27%,4.33%,9,21671,912,4.21%,20305,875,4.31%,2.4%,69.6%,-0.511672893,0.60887996,2.4%
240,24,5.82%,5.67%,0,14248,865,6.07%,13878,754,5.43%,-10.5%,1.1%,2.296622202,0.021640331,-10.5%
241,24,5.82%,5.67%,1,29865,1739,5.82%,27723,1533,5.53%,-5.0%,6.5%,1.518479581,0.128893543,-5.0%
242,24,5.82%,5.67%,2,20410,1155,5.66%,19082,1078,5.65%,-0.2%,48.4%,0.041653161,0.966775194,-0.2%
243,24,5.82%,5.67%,3,43755,2493,5.70%,45306,2507,5.53%,-2.9%,14.4%,1.063890896,0.287378128,-2.9%
244,24,5.82%,5.67%,4,35394,2091,5.91%,34121,1852,5.43%,-8.1%,0.3%,2.735384988,0.006230736,-8.1%
245,24,5.82%,5.67%,5,34101,1999,5.86%,34832,1915,5.50%,-6.2%,1.9%,2.065722552,0.038854685,-6.2%
246,24,5.82%,5.67%,6,39889,2369,5.94%,36931,2136,5.78%,-2.6%,18.0%,0.914850852,0.360269934,-2.6%
247,24,5.82%,5.67%,7,35470,2079,5.86%,35887,2123,5.92%,0.9%,62.1%,-0.309205192,0.757165445,0.9%
248,24,5.82%,5.67%,8,18673,1120,6.00%,17967,1007,5.60%,-6.5%,5.4%,1.609203276,0.1075719,-6.6%
249,24,5.82%,5.67%,9,5292,321,6.07%,5299,295,5.57%,-8.2%,13.7%,1.096334568,0.272932387,-8.2%
250,25,5.78%,5.52%,0,33553,1944,5.79%,30742,1729,5.62%,-2.9%,17.8%,0.925546612,0.354681649,-2.9%
251,25,5.78%,5.52%,1,42375,2434,5.74%,43200,2432,5.63%,-2.0%,23.5%,0.722033613,0.470273812,-2.0%
252,25,5.78%,5.52%,2,15441,953,6.17%,14276,829,5.81%,-5.9%,9.3%,1.323812357,0.185565371,-5.9%
253,25,5.78%,5.52%,3,100,10,10.00%,107,7,6.54%,-31.9%,18.7%,0.905511034,0.365194717,-34.6%
254,25,5.78%,5.52%,4,37739,2178,5.77%,36601,1978,5.40%,-6.4%,1.5%,2.177485599,0.029444355,-6.4%
255,25,5.78%,5.52%,5,18138,1042,5.74%,19654,1050,5.34%,-7.0%,4.4%,1.709172727,0.087418959,-7.0%
256,25,5.78%,5.52%,6,2397,134,5.59%,2387,114,4.78%,-14.5%,10.2%,1.270453905,0.203922992,-14.6%
257,25,5.78%,5.52%,7,13362,764,5.72%,13115,703,5.36%,-6.2%,10.2%,1.271090071,0.203696607,-6.3%
258,25,5.78%,5.52%,8,29456,1748,5.93%,30848,1647,5.34%,-10.0%,0.1%,3.16971947,0.001525862,-10.0%
259,25,5.78%,5.52%,9,22191,1235,5.57%,22365,1221,5.46%,-1.9%,31.2%,0.4897231,0.624329854,-1.9%
260,26,8.13%,8.48%,0,23633,1903,8.05%,25524,2113,8.28%,2.8%,82.0%,-0.914754329,0.360320616,2.8%
261,26,8.13%,8.48%,1,13941,1147,8.23%,14634,1252,8.56%,4.0%,84.1%,-0.999035995,0.317777255,4.0%
262,26,8.13%,8.48%,2,24728,1916,7.75%,27068,2294,8.47%,9.4%,99.9%,-3.022842998,0.002504121,9.4%
263,26,8.13%,8.48%,3,6794,553,8.14%,6886,567,8.23%,1.2%,58.0%,-0.201701002,0.840150479,1.2%
264,26,8.13%,8.48%,4,29180,2390,8.19%,32191,2723,8.46%,3.3%,88.5%,-1.20130761,0.2296319,3.3%
265,26,8.13%,8.48%,5,38224,3114,8.15%,42486,3685,8.67%,6.5%,99.6%,-2.690089312,0.00714329,6.5%
266,26,8.13%,8.48%,6,24873,1984,7.98%,27940,2296,8.22%,3.0%,84.4%,-1.013406378,0.310866094,3.0%
267,26,8.13%,8.48%,7,11929,924,7.75%,11303,937,8.29%,7.0%,93.7%,-1.526720433,0.126830544,7.0%
268,26,8.13%,8.48%,8,8352,663,7.94%,9268,773,8.34%,5.0%,83.5%,-0.974607806,0.32975484,5.1%
269,26,8.13%,8.48%,9,26695,2180,8.17%,24549,2096,8.54%,4.6%,93.6%,-1.519949711,0.128523615,4.6%
270,27,7.21%,6.80%,0,7679,551,7.18%,8201,582,7.10%,-1.1%,42.3%,0.192582986,0.847285571,-1.1%
271,27,7.21%,6.80%,1,14231,975,6.85%,13721,897,6.54%,-4.6%,14.7%,1.049265067,0.294056139,-4.6%
272,27,7.21%,6.80%,2,42813,3096,7.23%,46713,3217,6.89%,-4.8%,2.2%,2.01246055,0.044171411,-4.8%
273,27,7.21%,6.80%,3,27341,1963,7.18%,27686,1890,6.83%,-4.9%,5.2%,1.623103378,0.104567308,-4.9%
274,27,7.21%,6.80%,4,3367,235,6.98%,3094,203,6.56%,-5.9%,25.3%,0.668346344,0.503912537,-6.0%
275,27,7.21%,6.80%,5,45856,3284,7.16%,49215,3414,6.94%,-3.1%,8.8%,1.352461889,0.176227603,-3.1%
276,27,7.21%,6.80%,6,11843,895,7.56%,11094,749,6.75%,-10.6%,0.9%,2.364320654,0.018063171,-10.7%
277,27,7.21%,6.80%,7,9643,697,7.23%,9589,601,6.27%,-13.3%,0.4%,2.654608822,0.007940042,-13.3%
278,27,7.21%,6.80%,8,18844,1376,7.30%,17723,1216,6.86%,-6.0%,5.0%,1.641952346,0.10059988,-6.0%
279,27,7.21%,6.80%,9,40277,2965,7.36%,41340,2786,6.74%,-8.5%,0.0%,3.472951838,0.000514768,-8.5%
280,28,8.65%,9.26%,0,43229,3759,8.70%,40471,3653,9.03%,3.8%,95.4%,-1.682729519,0.092427465,3.8%
281,28,8.65%,9.26%,1,23565,2070,8.78%,21488,1972,9.18%,4.5%,92.8%,-1.457938635,0.144857458,4.5%
282,28,8.65%,9.26%,2,4967,460,9.26%,4765,422,8.86%,-4.4%,24.4%,0.695504509,0.486739187,-4.4%
283,28,8.65%,9.26%,3,25482,2161,8.48%,26401,2478,9.39%,10.7%,100.0%,-3.613667675,0.000301896,10.7%
284,28,8.65%,9.26%,4,25634,2312,9.02%,23360,2137,9.15%,1.4%,69.0%,-0.495739445,0.620078253,1.4%
285,28,8.65%,9.26%,5,22305,2010,9.01%,21199,1955,9.22%,2.3%,77.7%,-0.76322915,0.445326747,2.3%
286,28,8.65%,9.26%,6,9393,830,8.84%,9830,888,9.03%,2.2%,68.4%,-0.479083056,0.631879543,2.2%
287,28,8.65%,9.26%,7,35056,3148,8.98%,41051,3809,9.28%,3.3%,92.3%,-1.425627185,0.153975985,3.3%
288,28,8.65%,9.26%,8,259,25,9.65%,234,20,8.55%,-10.7%,34.0%,0.425593697,0.670403934,-11.5%
289,28,8.65%,9.26%,9,3332,303,9.09%,3495,333,9.53%,4.7%,73.1%,-0.617065757,0.537191354,4.8%
290,29,7.44%,8.03%,0,10960,833,7.60%,10518,834,7.93%,4.3%,81.6%,-0.900555615,0.367824643,4.3%
291,29,7.44%,8.03%,1,33608,2509,7.47%,33620,2768,8.23%,10.3%,100.0%,-3.700622982,0.000215071,10.3%
292,29,7.44%,8.03%,2,18351,1388,7.56%,18741,1461,7.80%,3.1%,79.9%,-0.839362401,0.401265976,3.1%
293,29,7.44%,8.03%,3,44842,3375,7.53%,43423,3385,7.80%,3.6%,93.3%,-1.502291316,0.13302189,3.6%
294,29,7.44%,8.03%,4,39772,2989,7.52%,40590,3222,7.94%,5.6%,98.8%,-2.242805179,0.02490938,5.6%
295,29,7.44%,8.03%,5,11650,843,7.24%,12059,987,8.18%,13.1%,99.7%,-2.736326706,0.006212931,13.1%
296,29,7.44%,8.03%,6,41245,3067,7.44%,45621,3703,8.12%,9.2%,100.0%,-3.737898716,0.000185565,9.2%
297,29,7.44%,8.03%,7,26409,1998,7.57%,27039,2136,7.90%,4.4%,92.6%,-1.445573843,0.148296768,4.4%
298,29,7.44%,8.03%,8,36822,2767,7.51%,35599,2808,7.89%,5.0%,97.0%,-1.884259366,0.059529901,5.0%
299,29,7.44%,8.03%,9,38471,2948,7.66%,41188,3292,7.99%,4.3%,95.8%,-1.730603513,0.083522505,4.3%
300,30,4.11%,4.15%,0,9798,405,4.13%,10027,396,3.95%,-4.4%,25.5%,0.658398114,0.510282347,-4.5%
301,30,4.11%,4.15%,1,260,8,3.08%,270,3,1.11%,-57.2%,6.2%,1.586969001,0.112519666,-63.9%
302,30,4.11%,4.15%,2,3958,157,3.97%,4293,189,4.40%,10.9%,83.7%,-0.986814539,0.323733566,11.0%
303,30,4.11%,4.15%,3,43729,1810,4.14%,41318,1660,4.02%,-2.9%,18.5%,0.895257671,0.370649362,-2.9%
304,30,4.11%,4.15%,4,34827,1436,4.12%,33085,1401,4.23%,2.7%,76.6%,-0.724674472,0.468651759,2.7%
305,30,4.11%,4.15%,5,41285,1683,4.08%,42768,1800,4.21%,3.2%,83.2%,-0.961486671,0.336307524,3.2%
306,30,4.11%,4.15%,6,21242,885,4.17%,21940,922,4.20%,0.9%,57.4%,-0.18727303,0.851446567,0.9%
307,30,4.11%,4.15%,7,2786,115,4.13%,2541,113,4.45%,7.7%,71.8%,-0.575048686,0.565258371,7.7%
308,30,4.11%,4.15%,8,11677,500,4.28%,11063,477,4.31%,0.7%,54.4%,-0.110572099,0.911955673,0.7%
309,30,4.11%,4.15%,9,49762,2005,4.03%,47423,1934,4.08%,1.2%,65.1%,-0.3872832,0.698546562,1.2%
310,31,3.04%,2.86%,0,18950,591,3.12%,20931,609,2.91%,-6.7%,11.1%,1.221096157,0.222049615,-6.7%
311,31,3.04%,2.86%,1,34994,1093,3.12%,35575,1042,2.93%,-6.2%,6.6%,1.507194156,0.131760898,-6.2%
312,31,3.04%,2.86%,2,46285,1452,3.14%,42216,1210,2.87%,-8.6%,0.9%,2.35642201,0.018451942,-8.6%
313,31,3.04%,2.86%,3,38750,1191,3.07%,38220,1118,2.93%,-4.8%,11.4%,1.206572762,0.227596722,-4.8%
314,31,3.04%,2.86%,4,9373,260,2.77%,9397,273,2.91%,4.7%,70.6%,-0.541314369,0.588290918,4.7%
315,31,3.04%,2.86%,5,12226,370,3.03%,12185,362,2.97%,-1.8%,40.0%,0.254085804,0.79942927,-1.8%
316,31,3.04%,2.86%,6,25725,806,3.13%,24359,658,2.70%,-13.8%,0.2%,2.86774577,0.004134076,-13.8%
317,31,3.04%,2.86%,7,14026,427,3.04%,12808,382,2.98%,-2.0%,38.4%,0.295880954,0.767320996,-2.0%
318,31,3.04%,2.86%,8,13704,416,3.04%,13412,392,2.92%,-3.7%,29.3%,0.54645169,0.584755487,-3.7%
319,31,3.04%,2.86%,9,25012,769,3.07%,25060,710,2.83%,-7.8%,5.5%,1.594746366,0.110768965,-7.8%
320,32,8.50%,8.88%,0,35716,3030,8.48%,32282,2935,9.09%,7.2%,99.7%,-2.799379236,0.005120096,7.2%
321,32,8.50%,8.88%,1,12261,1038,8.47%,13408,1166,8.70%,2.7%,74.4%,-0.658231477,0.510389402,2.7%
322,32,8.50%,8.88%,2,18866,1526,8.09%,17652,1588,9.00%,11.2%,99.9%,-3.103053937,0.001915347,11.2%
323,32,8.50%,8.88%,3,13797,1175,8.52%,13821,1211,8.76%,2.9%,76.6%,-0.726649817,0.467440502,2.9%
324,32,8.50%,8.88%,4,23688,2035,8.59%,25485,2244,8.81%,2.5%,80.0%,-0.842541396,0.399484979,2.5%
325,32,8.50%,8.88%,5,6490,530,8.17%,6666,593,8.90%,8.9%,93.3%,-1.497108673,0.134364983,8.9%
326,32,8.50%,8.88%,6,2284,171,7.49%,2215,202,9.12%,21.7%,97.6%,-1.98563708,0.047073636,21.8%
327,32,8.50%,8.88%,7,4830,380,7.87%,5031,450,8.94%,13.6%,97.3%,-1.925704741,0.054141252,13.7%
328,32,8.50%,8.88%,8,7160,644,8.99%,6297,569,9.04%,0.5%,53.4%,-0.084152932,0.93293484,0.5%
329,32,8.50%,8.88%,9,25431,2153,8.47%,26971,2397,8.89%,5.0%,95.6%,-1.711659026,0.086959524,5.0%
330,33,5.65%,5.87%,0,43789,2444,5.58%,40022,2301,5.75%,3.0%,85.4%,-1.051355921,0.293095153,3.0%
331,33,5.65%,5.87%,1,42875,2368,5.52%,46605,2820,6.05%,9.5%,100.0%,-3.375007042,0.000738138,9.6%
332,33,5.65%,5.87%,2,3740,211,5.64%,3615,208,5.75%,2.0%,58.2%,-0.207346053,0.83573961,2.0%
333,33,5.65%,5.87%,3,31319,1803,5.76%,31807,1834,5.77%,0.2%,52.0%,-0.049261716,0.960710728,0.2%
334,33,5.65%,5.87%,4,7573,448,5.92%,8020,475,5.92%,0.1%,50.7%,-0.018353773,0.98535663,0.1%
335,33,5.65%,5.87%,5,40557,2295,5.66%,40306,2472,6.13%,8.4%,99.8%,-2.863617302,0.004188337,8.4%
336,33,5.65%,5.87%,6,26181,1466,5.60%,23532,1386,5.89%,5.2%,91.8%,-1.390052131,0.164513048,5.2%
337,33,5.65%,5.87%,7,31307,1766,5.64%,30805,1839,5.97%,5.8%,96.0%,-1.752771281,0.079641275,5.8%
338,33,5.65%,5.87%,8,11180,627,5.61%,11008,622,5.65%,0.8%,55.4%,-0.136382978,0.89151853,0.8%
339,33,5.65%,5.87%,9,814,49,6.02%,828,52,6.28%,4.2%,58.6%,-0.219695778,0.826108093,4.3%
340,34,7.82%,7.57%,0,37308,2925,7.84%,35233,2506,7.11%,-9.3%,0.0%,3.721019441,0.00019842,-9.3%
341,34,7.82%,7.57%,1,21934,1734,7.91%,22520,1734,7.70%,-2.6%,20.9%,0.808540366,0.418779578,-2.6%
342,34,7.82%,7.57%,2,20788,1566,7.53%,21212,1528,7.20%,-4.4%,9.8%,1.293307918,0.195904583,-4.4%
343,34,7.82%,7.57%,3,18944,1499,7.91%,17697,1252,7.07%,-10.6%,0.1%,3.042356438,0.002347338,-10.6%
344,34,7.82%,7.57%,4,31270,2456,7.85%,33222,2427,7.31%,-7.0%,0.4%,2.632833756,0.008467578,-7.0%
345,34,7.82%,7.57%,5,30606,2432,7.95%,35599,2623,7.37%,-7.3%,0.3%,2.791990613,0.005238488,-7.3%
346,34,7.82%,7.57%,6,8912,709,7.96%,9168,723,7.89%,-0.9%,43.1%,0.172854422,0.862765859,-0.9%
347,34,7.82%,7.57%,7,7860,635,8.08%,7517,558,7.42%,-8.1%,6.4%,1.519354469,0.128673296,-8.1%
348,34,7.82%,7.57%,8,273,29,10.62%,292,15,5.14%,-50.1%,0.8%,2.431564264,0.015033781,-51.6%
349,34,7.82%,7.57%,9,16430,1294,7.88%,16402,1240,7.56%,-4.0%,14.2%,1.071999627,0.2837202,-4.0%
350,35,7.18%,6.81%,0,12608,896,7.11%,11870,815,6.87%,-3.4%,23.1%,0.737673357,0.460712966,-3.4%
351,35,7.18%,6.81%,1,5981,450,7.52%,5638,371,6.58%,-12.5%,2.4%,1.983454587,0.047316675,-12.5%
352,35,7.18%,6.81%,2,8675,593,6.84%,8941,614,6.87%,0.5%,53.3%,-0.082752107,0.934048652,0.5%
353,35,7.18%,6.81%,3,28120,2073,7.37%,27707,1926,6.95%,-5.7%,2.7%,1.927095847,0.053967686,-5.7%
354,35,7.18%,6.81%,4,6441,475,7.37%,5978,379,6.34%,-14.0%,1.1%,2.276765361,0.022800241,-14.0%
355,35,7.18%,6.81%,5,29389,2145,7.30%,28141,1899,6.75%,-7.5%,0.5%,2.581853898,0.009827118,-7.5%
356,35,7.18%,6.81%,6,26720,1868,6.99%,25535,1732,6.78%,-3.0%,17.4%,0.939193541,0.347631385,-3.0%
357,35,7.18%,6.81%,7,28999,2103,7.25%,26630,1756,6.59%,-9.1%,0.1%,3.050815868,0.002282205,-9.1%
358,35,7.18%,6.81%,8,44056,3179,7.22%,45183,3059,6.77%,-6.2%,0.5%,2.609875396,0.009057521,-6.2%
359,35,7.18%,6.81%,9,37841,2663,7.04%,36185,2516,6.95%,-1.2%,32.7%,0.44884563,0.65354302,-1.2%
360,36,3.87%,4.01%,0,29998,1106,3.69%,30721,1252,4.08%,10.5%,99.3%,-2.477175273,0.013242685,10.5%
361,36,3.87%,4.01%,1,45381,1777,3.92%,38507,1538,3.99%,2.0%,72.0%,-0.580393224,0.561649473,2.0%
362,36,3.87%,4.01%,2,21588,818,3.79%,21753,885,4.07%,7.4%,93.3%,-1.496150267,0.134614501,7.4%
363,36,3.87%,4.01%,3,26915,954,3.54%,28176,1107,3.93%,10.8%,99.1%,-2.376524879,0.017476583,10.8%
364,36,3.87%,4.01%,4,539,21,3.90%,569,11,1.93%,-48.3%,2.7%,1.950000536,0.051176055,-50.4%
365,36,3.87%,4.01%,5,12814,500,3.90%,14890,614,4.12%,5.6%,82.5%,-0.936074978,0.349234585,5.7%
366,36,3.87%,4.01%,6,22009,839,3.81%,19982,779,3.90%,2.3%,67.8%,-0.459553872,0.645836475,2.3%
367,36,3.87%,4.01%,7,44761,1707,3.81%,45244,1796,3.97%,4.1%,88.7%,-1.209911228,0.226312958,4.1%
368,36,3.87%,4.01%,8,13865,531,3.83%,12356,502,4.06%,6.1%,83.4%,-0.968194788,0.332947097,6.1%
369,36,3.87%,4.01%,9,24576,897,3.65%,23963,971,4.05%,11.0%,98.9%,-2.302914789,0.021283638,11.0%
370,37,8.35%,8.14%,0,7807,677,8.67%,7704,651,8.45%,-2.5%,31.1%,0.493068275,0.621964346,-2.6%
371,37,8.35%,8.14%,1,29215,2476,8.48%,28938,2287,7.90%,-6.7%,0.6%,2.515042994,0.011901787,-6.7%
372,37,8.35%,8.14%,2,234,28,11.97%,244,20,8.20%,-30.5%,8.7%,1.370561497,0.170511693,-31.5%
373,37,8.35%,8.14%,3,15643,1369,8.75%,14619,1180,8.07%,-7.8%,1.7%,2.127853709,0.033349215,-7.8%
374,37,8.35%,8.14%,4,45540,3711,8.15%,43160,3533,8.19%,0.5%,58.0%,-0.200791965,0.840861246,0.5%
375,37,8.35%,8.14%,5,14303,1195,8.35%,13772,1081,7.85%,-6.0%,6.0%,1.551737556,0.120725033,-6.1%
376,37,8.35%,8.14%,6,8930,723,8.10%,8038,670,8.34%,3.0%,71.5%,-0.566511972,0.571045797,3.0%
377,37,8.35%,8.14%,7,32092,2691,8.39%,29532,2322,7.86%,-6.2%,0.9%,2.370817537,0.017748791,-6.2%
378,37,8.35%,8.14%,8,37278,3194,8.57%,36175,2965,8.20%,-4.3%,3.5%,1.817554887,0.069132192,-4.3%
379,37,8.35%,8.14%,9,48686,4009,8.23%,44933,3585,7.98%,-3.1%,7.6%,1.432556186,0.151984711,-3.1%
380,38,10.20%,11.56%,0,2006,223,11.12%,2010,215,10.70%,-3.8%,33.5%,0.427060635,0.669335164,-3.8%
381,38,10.20%,11.56%,1,2353,218,9.26%,2571,325,12.64%,36.2%,100.0%,-3.778036637,0.00015807,36.4%
382,38,10.20%,11.56%,2,31813,3253,10.23%,31618,3590,11.35%,11.0%,100.0%,-4.582421678,4.60E-06,11.0%
383,38,10.20%,11.56%,3,23209,2293,9.88%,23653,2671,11.29%,14.3%,100.0%,-4.968248488,6.76E-07,14.3%
384,38,10.20%,11.56%,4,11620,1189,10.23%,11680,1327,11.36%,11.0%,99.7%,-2.776225358,0.005499408,11.0%
385,38,10.20%,11.56%,5,35384,3538,10.00%,38697,4534,11.72%,17.2%,100.0%,-7.495079214,6.63E-14,17.2%
386,38,10.20%,11.56%,6,3459,321,9.28%,3381,358,10.59%,14.1%,96.5%,-1.809342267,0.070397846,14.1%
387,38,10.20%,11.56%,7,47865,4794,10.02%,41963,4842,11.54%,15.2%,100.0%,-7.359585857,1.84E-13,15.2%
388,38,10.20%,11.56%,8,33191,3370,10.15%,33954,3903,11.49%,13.2%,100.0%,-5.592677155,2.24E-08,13.2%
389,38,10.20%,11.56%,9,37249,3717,9.98%,35325,4235,11.99%,20.1%,100.0%,-8.664266319,4.54E-18,20.1%
390,39,2.64%,2.77%,0,21218,565,2.66%,23974,660,2.75%,3.4%,72.1%,-0.588955506,0.555891122,3.4%
391,39,2.64%,2.77%,1,39698,1068,2.69%,43405,1212,2.79%,3.8%,81.5%,-0.899080894,0.368609574,3.8%
392,39,2.64%,2.77%,2,20888,538,2.58%,19079,520,2.73%,5.8%,82.5%,-0.9322205,0.351222583,5.8%
393,39,2.64%,2.77%,3,29040,785,2.70%,28739,834,2.90%,7.3%,92.6%,-1.447852839,0.147658212,7.4%
394,39,2.64%,2.77%,4,40380,1075,2.66%,39933,1106,2.77%,4.0%,82.5%,-0.93653897,0.348995758,4.0%
395,39,2.64%,2.77%,5,35317,950,2.69%,33029,893,2.70%,0.5%,54.5%,-0.110992226,0.911622512,0.5%
396,39,2.64%,2.77%,6,3268,73,2.23%,3208,93,2.90%,29.4%,95.5%,-1.693590605,0.090343105,29.8%
397,39,2.64%,2.77%,7,23119,588,2.54%,22192,598,2.69%,5.9%,84.3%,-1.008428103,0.313248987,5.9%
398,39,2.64%,2.77%,8,7745,188,2.43%,7765,216,2.78%,14.5%,91.7%,-1.385295696,0.165962069,14.6%
399,39,2.64%,2.77%,9,12367,317,2.56%,12414,363,2.92%,14.0%,95.9%,-1.738584538,0.082107868,14.1%
400,40,2.77%,2.75%,0,9259,276,2.98%,10192,319,3.13%,5.0%,72.6%,-0.602768902,0.546662437,5.0%
401,40,2.77%,2.75%,1,48663,1429,2.94%,47720,1318,2.76%,-5.9%,5.2%,1.628502685,0.10341834,-5.9%
402,40,2.77%,2.75%,2,28965,828,2.86%,28968,852,2.94%,2.9%,72.3%,-0.592065346,0.553806831,2.9%
403,40,2.77%,2.75%,3,4583,136,2.97%,4891,158,3.23%,8.8%,76.9%,-0.737553144,0.460786037,8.9%
404,40,2.77%,2.75%,4,12122,344,2.84%,11868,327,2.76%,-2.9%,34.9%,0.387495261,0.698389593,-2.9%
405,40,2.77%,2.75%,5,3447,101,2.93%,3695,118,3.19%,8.8%,73.9%,-0.645235577,0.518774534,9.0%
406,40,2.77%,2.75%,6,34621,976,2.82%,33351,916,2.75%,-2.6%,28.3%,0.574849899,0.565392816,-2.6%
